Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Russian Federation,RUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.35889816,5.35520792,5.64849091,7.59624338,..
Rwanda,RWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.38999748,6.69975424,6.33025074,7.3156209,..
Samoa,WSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.46427584,5.09365797,6.01635885,5.32613707,..
San Marino,SMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.47825909,8.48912334,8.3529911,8.69089031,..
Sao Tome and Principe,STP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.46091604,5.84369898,5.22996283,4.90671349,..
Saudi Arabia,SAU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.26256561,5.53687382,..,..,..
Senegal,SEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.16359377,4.43182087,4.49531031,5.15119171,..
Serbia,SRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.22039318,8.53168106,8.66556168,8.73161697,..
Seychelles,SYC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.76658726,4.98726749,4.87495708,6.38917351,..
Sierra Leone,SLE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.3997612,8.28987503,8.84668446,8.75637054,..
Singapore,SGP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.36602068,4.07418776,4.41523695,6.05388212,..
Sint Maarten (Dutch part),SXM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Slovak Republic,SVK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.77511358,6.69954538,6.94772625,7.23213387,..
Slovenia,SVN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.18480968,8.27911568,8.52314281,9.45357895,9.15498257
Solomon Islands,SLB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.110919,3.87172961,4.46258593,4.43218184,..
Somalia,SOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
South Africa,ZAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.97711229,8.06289959,8.24258327,8.58329773,..
South Sudan,SSD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.23701382,6.27566719,4.65760946,5.25355768,..
Spain,ESP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.94976807,9.00140381,9.13947964,10.71374989,..
Sri Lanka,LKA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.59565163,3.91227913,3.66153812,4.06584978,..
St. Kitts and Nevis,KNA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.26021719,4.88528252,4.93305063,5.36557055,..
St. Lucia,LCA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.66334057,4.41884804,4.33346367,6.7380271,..
